GivenName,Surname,StreetAddress,City,ZipCode,CCType,CCNumber,CVV2,CCExpires,Birthday
Egyed,Soltész,Hegyalja út 67.,Sárospatak,3950,MasterCard,5102191728068647,338,12/2018,8/31/1969
Hajnalka,Borsos,Veres Pálné u. 90.,Békéscsaba,5671,Visa,4916048360188845,926,10/2016,2/8/1974
Fruzsina,Sultés,Wesselényi u. 30.,Bezenye,9223,Visa,4556925952402053,153,6/2016,9/19/1947
Fodor,Thury,Erzsébet tér 8.,Erk,3295,MasterCard,5104958743154968,316,6/2018,5/30/1942
Dacso,Boross,Nagytétényi út 65.,Hódmezôvásárhely,6806,MasterCard,5106524761172502,139,9/2018,5/14/1941
Tünde,Maier,Izabella u. 3.,Kamond,8469,MasterCard,5170361685872342,457,5/2015,3/26/1989
Gabriella,Sebôk,Nyár utca 46.,Csatár,8942,Visa,4556055476169648,408,4/2015,11/4/1930
Milán,Barabás,Kálmán Imre u. 90.,Fûzvölgy,8777,MasterCard,5137351785845761,120,5/2016,6/18/1979
Csombor,Földesi,Bem rakpart 99.,Kisvarsány,4811,MasterCard,5349275731981772,109,7/2018,5/22/1965
Andor,Polgár,Kálmán Imre u. 72.,Palin,8808,MasterCard,5595460063136820,744,2/2017,1/26/1972
Vencel,Jósa,Munkácsy Mihály út 94.,Rózsaszentmárton,3033,Visa,4929078254532381,080,5/2019,5/10/1938
Miklós,Földessy,Erzsébet tér 73.,Tarnalelesz,3258,MasterCard,5483815898248204,354,11/2018,3/3/1973
Jázmin,Kádár,Victor Hugo u. 91.,Kenyeri,9514,Visa,4916336812069964,764,2/2018,11/27/1947
Odön,Szathmári,Csabai kapu 11.,Budapest,1025,MasterCard,5548393629989606,943,7/2018,8/13/1966
Frici,Tot,Agip u. 7.,Somogyhárságy,7925,MasterCard,5274346184613623,568,5/2019,6/23/1934
Brosca,Lovas,Tas vezér u. 1.,Pálfa,7042,Visa,4929302101563690,017,1/2019,11/6/1955
Veronika,Szöts,Wesselényi u. 83.,Újkér,9472,Visa,4556848805242320,192,11/2017,9/8/1989
László,Joó,Apáczai Csere János u. 35.,Karancslapujtô,3182,Visa,4916422088016416,193,5/2016,10/5/1978
Gyurka,Müller,Nánási út 98.,Nemeskisfalud,8717,Visa,4556812218329348,673,11/2016,12/5/1951
Loránd,László,Eötvös út 26.,Kaposújlak,7521,MasterCard,5383620408417401,484,6/2016,1/24/1982
Kata,Sántha,Nagytétényi út 47.,Zsombó,6792,Visa,4929851431954011,783,12/2016,8/6/1935
Bianka,Lackó,Baross tér 36.,Finke,3783,Visa,4532095956199482,513,2/2018,3/26/1958
Marcell,Zsinka,Csavargyár u. 85.,Pózva,8900,MasterCard,5440161772629520,243,8/2015,9/23/1960
Szescõ,Benkó,Dayka Gábor u. 67.,Csikéria,6424,MasterCard,5468143293744381,925,10/2016,5/23/1945
Kadosa,Petheô,Síp utca 71.,Pilisszentiván,2084,MasterCard,5449079160908598,535,3/2018,2/7/1946
Markus,Hofman,Kálmán Imre u. 42.,Komárváros,8752,Visa,4916358025895480,133,5/2016,3/3/1943
Varsàny,Csordás,Hegedûs Gyula utca 51.,Galgaguta,2686,Visa,4916435084821183,061,8/2018,7/24/1982
Erssike,Hoffman,Kárpát u. 64.,Nemesgörzsöny,8522,Visa,4485217620067245,505,11/2018,9/1/1965
Benedek,Tolnay,Hegedûs Gyula utca 75.,Ipolytölgyes,2633,Visa,4916378545183605,904,4/2018,3/21/1960
Blanka,Kerekes,Bem rkp. 74.,Újharangod,3923,Visa,4929083619464635,249,5/2016,6/19/1946
Bella,Rác,Victor Hugo u. 34.,Kenyeri,9514,MasterCard,5340991728606433,061,7/2018,8/31/1992
Szemere,Sultés,Teréz krt. 57.,Berhida,8181,MasterCard,5516927954527891,989,6/2018,2/21/1942
Szervác,Gyôrfi,Kálmán Imre u. 84.,Zalasárszeg,8755,Visa,4485977697891575,717,4/2015,8/21/1975
Fodor,Makay,Dózsa György út 89.,Négyes,3463,Visa,4929970556926099,826,5/2017,9/6/1980
Brosca,Csordás,Hegedûs Gyula utca 33.,Ôrhalom,2671,MasterCard,5114016317414702,875,11/2019,11/2/1963
Margo,Csordás,Hegedûs Gyula utca 47.,Szob,2628,MasterCard,5193230645179275,170,1/2017,2/21/1963
Belle,Kántor,Piroska u. 61.,Bogádmindszent,7836,MasterCard,5235563647521841,853,10/2015,2/24/1956
Miksa,Balla,Wesselényi u. 28.,Halászi,9228,Visa,4716449056413913,860,4/2017,11/1/1939
Irenke,Szöts,Csabai kapu 38.,Budapest,1021,Visa,4485804962073202,152,5/2018,12/25/1953
Upor,Kocsis,Árpád fejedelem útja 19.,Budapest,1144,Visa,4532680265204857,913,8/2017,6/7/1993
Laborc,Hajdu,Wesselényi u. 79.,Mosonszolnok,9245,Visa,4916624771759448,093,3/2016,8/16/1953
Ferenc,Szöllössy,Victor Hugo u. 12.,Gór,9625,Visa,4929289391996823,649,8/2015,9/13/1953
Nancsi,Kôvári,Hegyalja út 57.,Tégláskert,4022,MasterCard,5570620668384062,831,11/2019,10/12/1974
Tomaj,Dudás,Wesselényi u. 49.,Sopronkôhida,9407,Visa,4485990170794737,499,10/2016,6/9/1963
Tarján,Szöllôsi,Szilágyi Erzsébet fasor 61.,Juta,7431,MasterCard,5480825188801250,989,12/2015,3/13/1956
Zsofika,Havas,Apáczai Csere János u. 19.,Sóshartyán,3131,Visa,4539309327778715,063,8/2015,11/13/1948
Evelin,Gyarmathy,Csabai kapu 54.,Budapest,1133,MasterCard,5485982184295436,836,10/2019,7/12/1942
Folkus,Forgács,Nyár utca 94.,Márokföld,8976,MasterCard,5154214710741562,739,11/2017,5/24/1933
Angyalka,Borbély,Baross tér 71.,Szôgliget,3762,Visa,4532914249690885,442,8/2016,4/28/1941
Katinka,Huszár,Nánási út 85.,Balatonújlak,8712,MasterCard,5361301103943753,321,11/2019,8/19/1944
Ozsvát,Sándor,Hegedûs Gyula utca 40.,Csitár,2673,MasterCard,5594300352234715,039,1/2016,2/11/1937
Oguz,Baranyai,Tas vezér u. 30.,Öcsény,7143,MasterCard,5527186710771148,121,6/2016,6/21/1929
Anci,Gyarmaty,Nagytétényi út 57.,Szeged,6723,MasterCard,5175388604653136,636,7/2015,3/24/1940
Klaudia,Hegedüs,Rákóczi út 59.,Szentkirályszabadja,8225,MasterCard,5163280693758344,909,8/2016,1/4/1971
Marót,Lörinc,Dayka Gábor u. 2.,Újtelek,6337,MasterCard,5216299003103485,328,12/2019,7/10/1934
Andor,Vöröss,Dózsa György út 91.,Pereces,3518,Visa,4916539242338236,797,6/2017,7/20/1938
Ambrus,Hoffmann,Teréz krt. 3.,Szabadbattyán,8151,MasterCard,5425376939857835,350,10/2015,5/17/1957
Brosca,Gyenes,Kálmán Imre u. 50.,Nagykanizsa,8800,MasterCard,5492341880027901,238,9/2019,11/4/1951
Zsuska,Kaszás,Tompa u. 91.,Aradványpuszta,4253,MasterCard,5440882237574437,623,3/2018,5/1/1945
Frigyes,Petheö,Kárpát u. 52.,Pápateszér,8556,Visa,4916079429210171,742,10/2017,1/14/1974
Bendegúz,Szepes,Munkácsy Mihály út 42.,Abony,2740,Visa,4916776756682902,285,12/2015,9/4/1954
Dorika,Hegedûs,Nagytétényi út 89.,Pusztaegres,7018,MasterCard,5280884263041011,621,5/2015,6/17/1941
Katakin,Bányay,Tompa u. 54.,Máriapócs,4326,MasterCard,5543550266453189,261,11/2017,2/17/1975
Laura,Danko,Dózsa György út 52.,Nyékládháza,3433,MasterCard,5356665502962649,670,8/2015,1/7/1969
Kinga,Sebestyén,Hegedûs Gyula utca 79.,Kisecset,2655,Visa,4539501621299568,872,11/2015,7/20/1935
Imre,Illés,Csavargyár u. 60.,Lakhegy,8913,Visa,4929092708753188,690,2/2019,8/31/1959
Zsa Zsa,Fekete,Bécsi utca 7.,Lébénymiklós,9183,Visa,4539270605628255,770,2/2019,11/30/1984
Dorka,Juhász,Munkácsy Mihály út 65.,Egyházasdengeleg,3043,Visa,4916069991191255,016,7/2019,4/8/1937
Keve,Orbán,Kossuth Lajos u. 59.,Kôvágóôttôs,7675,Visa,4716484804683434,856,12/2015,2/25/1951
Ferike,Szûcs,Munkácsy Mihály út 90.,Kömlôd,2853,Visa,4485120430320517,877,9/2019,9/11/1973
Csongor,Sághy,Erzsébet tér 34.,Domoszló,3263,MasterCard,5435606130488263,717,11/2016,10/24/1936
Gedeon,Bakó,Király u. 66.,Kötegyán,5725,Visa,4485045314776601,390,3/2017,4/10/1954
Keve,Bencsik,Árpád fejedelem útja 84.,Szentendre,2000,MasterCard,5133886892557712,825,8/2018,4/21/1965
Csombor,Szõke,Bem rkp. 88.,Tállya,3907,Visa,4716604951099882,940,5/2019,10/28/1930
Zombor,Szöllôsy,Király u. 19.,Orgovány,6077,MasterCard,5118830229237290,428,9/2016,11/21/1928
Farkas,Balogh,Bem rkp. 29.,Szegi,3918,Visa,4485793429214642,514,3/2015,10/18/1978
Jázmin,Gyarmathi,Tas vezér u. 67.,Magyarkeszi,7098,MasterCard,5179896933770682,995,2/2016,3/3/1938
Karola,Szigety,Kálmán Imre u. 84.,Nagykanizsa,8800,MasterCard,5194769014304757,061,8/2019,2/23/1945
Kolos,Joó,Apáczai Csere János u. 84.,Szécsényfelfalu,3135,Visa,4485141032127332,060,7/2018,11/27/1929
Benci,Szôllôs,Kálmán Imre u. 58.,Esztergályhorváti,8742,Visa,4716104262074302,191,12/2019,9/8/1937
Nusa,Szôllôssy,Dayka Gábor u. 12.,Csátalja,6523,MasterCard,5156930165752014,148,12/2015,3/16/1979
Kada,Gaál,Hegedûs Gyula utca 40.,Mogyorósbánya,2535,Visa,4916916923804167,990,4/2016,7/3/1934
Krisztián,Barna,Victor Hugo u. 21.,Köcsk,9553,Visa,4485581835678033,364,5/2016,12/29/1965
Erzsi,Danka,Izabella u. 28.,Városlôd,8445,Visa,4716637539153300,658,8/2019,9/22/1938
Kadosa,Polach,Erzsébet tér 55.,Kôszénbányatelep,3341,Visa,4485551237086697,172,1/2019,1/28/1980
Florka,Mihály,Erzsébet krt. 95.,Dinnyés,2485,MasterCard,5277541615833827,632,6/2019,7/7/1958
Alberta,Berki,Szent Gellért tér 87.,Csokvaomány,3647,MasterCard,5374680507938013,797,1/2018,3/8/1968
Cintia,Simka,Tompa u. 25.,Kismarja,4126,Visa,4532718236634776,088,6/2017,8/12/1980
Gyurka,Kis,Eötvös út 23.,Somogyszob,7563,Visa,4716241564904313,446,4/2019,2/7/1952
Alisz,Simko,Kálmán Imre u. 83.,Zalaszentgrót,8793,Visa,4716147850607025,060,7/2019,11/5/1981
Dávid,Vas,Hegyalja út 34.,Tedej,4085,MasterCard,5273197931124880,395,9/2015,11/3/1984
Andrea,Polach,Veres Pálné u. 37.,Medgyesbodzás,5664,Visa,4539390157560803,465,10/2016,5/15/1931
Odon,Nemes,Apáczai Csere János u. 72.,Karancskeszi,3183,MasterCard,5390919039130933,499,8/2017,3/1/1987
Zsuska,Demeter,Kis Diófa u. 87.,Velemér,9946,MasterCard,5534881080348185,229,11/2018,6/30/1965
Elizabet,Szakál,Wesselényi u. 18.,Rábasebes,9327,MasterCard,5180490831271857,523,8/2019,9/11/1960
Vince,Lázár,Dayka Gábor u. 37.,Érsekhalma,6348,Visa,4539544836316561,517,11/2015,9/19/1993
Flóra,Vég,Victor Hugo u. 42.,Nagysimonyi,9561,Visa,4716523723357750,732,8/2016,8/14/1949
Cintia,Lang,Eötvös út 18.,Rinyaújnép,7584,Visa,4556192793744314,241,12/2019,5/28/1980
Sarika,Smidt,Teréz krt. 46.,Sárpentele,8141,MasterCard,5194087973393400,631,6/2016,2/2/1969
Erssike,Györffi,Bem rakpart 75.,Komoró,4622,Visa,4485739834604182,343,2/2015,11/2/1977
Jázmin,Lendvay,Eötvös út 79.,Homokszentgyörgy,7537,MasterCard,5222538770009249,233,5/2018,8/18/1989
Endre,Kárpáty,Apáczai Csere János u. 72.,Kazár,3147,MasterCard,5452791754859698,499,9/2016,3/5/1979
Juliska,Szôlôsy,Tas vezér u. 97.,Tengelic,7054,Visa,4556243360604777,785,8/2017,6/8/1992
Adrián,Bagi,Nyár utca 22.,Gyôr,9011,Visa,4539115732154362,390,2/2015,7/6/1981
Melinda,Szatmáry,Tas vezér u. 33.,Tamási,7091,MasterCard,5259482224217619,973,6/2018,1/9/1965
Ormos,Zarka,Kálmán Imre u. 51.,Zalaszentjakab,8827,Visa,4485767025331364,807,8/2015,5/14/1958
Franciska,Seres,Teréz krt. 46.,Balinka,8055,MasterCard,5246805514307797,190,7/2016,5/14/1984
Olivér,Söröss,Bécsi utca 37.,Rábapordány,9146,MasterCard,5373167074187514,957,9/2018,6/22/1959
Nikolett,Vajda,Árpád fejedelem útja 75.,Budapest,1137,MasterCard,5419282048390247,744,7/2018,8/26/1929
Barbara,Herceg,Teréz krt. 73.,Bodmér,8085,MasterCard,5363969263034908,201,11/2019,6/9/1947
Ubul,Hegedüs,Bem rkp. 61.,Mogyoróska,3893,Visa,4532775438166130,622,3/2018,8/30/1938
Tabor,Vörös,Dayka Gábor u. 9.,Mélykút,6449,Visa,4485470510494850,740,9/2016,7/10/1942
Broska,Hegyi,Hegedûs Gyula utca 80.,Legénd,2619,Visa,4716296364582404,643,1/2018,3/22/1966
Eszti,Barna,Bem rkp. 96.,Fancsal,3855,Visa,4556316117379370,422,12/2015,11/11/1981
Rez,Boda,Erzsébet krt. 81.,Nagykarácsony,2425,Visa,4556573850369543,055,11/2016,3/16/1984
Andor,Fodor,Izabella u. 49.,Veszprém,8412,Visa,4716534459450164,760,4/2018,5/2/1929
Mozes,Jósa,Belgrád rkp. 59.,Ikervár,9756,Visa,4532160234235258,082,1/2019,6/4/1987
Uros,Vagner,Király u. 84.,Felsôlajos,6055,Visa,4916155490653174,400,2/2016,3/18/1931
Dávid,Herceg,Dayka Gábor u. 98.,Dusnok,6353,MasterCard,5245175702278726,975,8/2015,7/29/1955
Zaránd,Csordás,Nagytétényi út 59.,Királyheges,6911,Visa,4532634243233207,400,11/2017,3/18/1979
Kada,Seres,Csavargyár u. 23.,Pálfiszeg,8917,Visa,4539799263866799,441,2/2015,3/19/1930
Áron,Bolla,Nyár utca 34.,Bagod,8992,MasterCard,5217540587849285,932,4/2019,10/13/1937
Kolos,Majoros,Izabella u. 86.,Bakonynána,8422,Visa,4716416237901728,244,11/2018,4/11/1945
Pál,Gera,Árpád fejedelem útja 51.,Budapest,1143,Visa,4556737345194952,098,4/2017,5/26/1932
Uzor,Kultsár,Eötvös út 87.,Berzence,7516,MasterCard,5301640683998098,037,7/2015,12/3/1970
Szalyk,Vadász,Tas vezér u. 13.,Pári,7091,Visa,4916701926932987,765,11/2018,12/6/1988
Zámor,Pálffi,Veres Pálné u. 48.,Gyulavári,5711,Visa,4716514846611306,211,10/2015,6/6/1932
Agotha,Forgács,Nyár utca 7.,Teskánd,8991,Visa,4929174034961477,985,10/2017,7/19/1976
Lajos,Taar,Veres Pálné u. 92.,Kétpó,5411,MasterCard,5177004467550297,218,12/2017,3/7/1971
Kristof,Bognár,Wesselényi u. 3.,Babót,9351,Visa,4916553058004410,925,9/2017,3/14/1930
Erzsi,Pálfy,Baross tér 43.,Abaújlak,3815,MasterCard,5476556268493629,617,5/2016,3/29/1985
Gazsi,Veres,Bécsi utca 90.,Gyôrladamér,9173,Visa,4916280911643990,892,12/2017,8/26/1981
Asztrik,Sörös,Kárpát u. 67.,Balatonszéplak,8609,Visa,4532920484744378,773,10/2019,5/10/1983
Dávid,Galambos,Wesselényi u. 94.,Sopronhorpács,9463,MasterCard,5409341338158185,538,1/2018,10/4/1960
Kati,Laczkó,Síp utca 89.,Kerepes,2144,Visa,4929072605330447,167,1/2017,12/27/1984
Malika,Havass,Bécsi utca 88.,Kisbajcs,9062,MasterCard,5410355027611970,669,5/2018,2/23/1965
Flóra,Salai,Rákóczi út 73.,Balatonszepezd,8252,Visa,4556589969660804,892,10/2016,12/14/1942
Bela,Virágh,Agip u. 21.,Besence,7964,Visa,4916788536352854,972,9/2018,8/3/1958
Kadosa,Pásztor,Tas vezér u. 47.,Felsônyék,7099,MasterCard,5319143148861472,840,3/2016,10/4/1967
Evelin,Sinka,Tompa u. 47.,Hajdúszoboszló,4200,MasterCard,5402538412509442,356,2/2017,9/19/1928
Alexander,Tarr,Hegyalja út 60.,Sárospatak,3950,Visa,4556899801639993,973,3/2019,9/25/1945
Nikoletta,Bencsik,Síp utca 64.,Alsógöd,2131,MasterCard,5418522561517689,587,1/2015,12/23/1968
Dániel,Szepessi,Kálmán Imre u. 17.,Csákány,8735,MasterCard,5307627108867192,064,6/2016,7/16/1934
Jozsef,Gyôrffy,Kálmán Imre u. 10.,Tilaj,8783,Visa,4485467298243582,277,7/2016,3/23/1973
Botond,Kollár,Csabai kapu 88.,Budapest,1023,Visa,4716525120349561,006,4/2015,7/31/1978
Regõ,Molnár,Dayka Gábor u. 27.,Homokmégy,6341,MasterCard,5450124515598797,699,10/2015,7/1/1964
Ica Ilka,Mayer,Dayka Gábor u. 47.,Harta,6327,Visa,4485219031826342,291,9/2018,3/2/1962
Szilárd,Szöllössy,Bécsi utca 45.,Tarjánpuszta,9092,Visa,4539973776781106,339,9/2015,12/19/1937
Dávid,Rác,Árpád fejedelem útja 11.,Diósd,2049,Visa,4532552790683766,972,9/2018,10/9/1977
Bars,Kurucz,Nagytétényi út 4.,Igar,7016,MasterCard,5396437607658569,555,3/2019,1/4/1951
Szevér,Bencik,Kárpát u. 73.,Hosztót,8475,MasterCard,5192460581126300,212,4/2017,6/12/1935
Róbert,Györffy,Bem rakpart 70.,Tákos,4845,MasterCard,5146697470575926,385,6/2017,12/16/1987
Kartal,Sipos,Budaörsi út 49.,Papos,4337,MasterCard,5437678022846401,439,1/2016,2/16/1955
Erzsok,Hegedüs,Árpád fejedelem útja 53.,Budapest,1208,MasterCard,5485718574424222,466,3/2015,8/6/1970
Gara,Szigethi,Baross tér 81.,Hidvégardó,3768,Visa,4556185475876198,547,11/2017,11/2/1991
Fereng,Faragó,Nyár utca 3.,Gombosszeg,8984,Visa,4532911567842882,049,8/2015,3/20/1994
Csilla,Kárpáti,Teréz krt. 62.,Sárkeresztúr,8125,Visa,4929781723556523,594,8/2019,7/8/1956
Rendor,Szabó,Rákóczi út 73.,Paloznak,8229,MasterCard,5244228089644860,701,8/2015,1/8/1937
Broska,Német,Erzsébet krt. 20.,Taksony,2335,MasterCard,5522622817316069,455,5/2016,2/26/1948
Kende,Szöllössy,Bem rkp. 40.,Szerencs,3900,Visa,4539535707876436,065,11/2019,5/8/1931
Karole,Kathona,Veres Pálné u. 19.,Szabadkígyós,5712,MasterCard,5318955125332990,927,3/2016,10/19/1929
Zita,Szabados,Kossuth Lajos u. 39.,Bános,7677,Visa,4716648674256923,412,7/2015,8/25/1942
Tivadar,Rác,Izabella u. 52.,Kisgörbô,8356,MasterCard,5459855072475694,866,6/2016,11/1/1935
Robi,Keresztes,Victor Hugo u. 47.,Szakony,9474,MasterCard,5172008266774862,849,3/2016,6/5/1980
Martuska,Bakos,Dózsa György út 83.,Diósgyôr,3511,Visa,4485121513106393,916,11/2017,10/10/1954
Koppány,Smid,Erzsébet krt. 8.,Sinatelep,2453,Visa,4916162294817047,289,3/2018,10/9/1969
Aggie,Forgách,Árpád fejedelem útja 8.,Budapest,1182,MasterCard,5422345264924422,728,4/2017,2/19/1988
Jázmin,Turi,Szent Gellért tér 86.,Sajóvárkony,3603,MasterCard,5479067862257524,748,6/2019,3/31/1970
Deco,Veress,Belgrád rkp. 65.,Sorkifalud,9774,MasterCard,5598621266609163,326,1/2016,11/3/1984
Patrícia,Takács,Wesselényi u. 21.,Zsebeháza,9346,Visa,4916648543809025,959,9/2017,3/2/1934
Vanda,Forgáts,Baross tér 23.,Homrogd,3812,MasterCard,5107439313770779,805,6/2019,11/17/1993
Piroska,Papp,Izabella u. 59.,Kisgörbô,8356,Visa,4485859766375880,784,2/2017,12/4/1935
Mária,Boross,Erzsébet tér 23.,Tarnaszentmiklós,3382,Visa,4916274937742050,883,8/2018,1/16/1951
Tarcal,Szatmári,Veres Pálné u. 9.,Bánhalma,5349,Visa,4539862486002756,416,2/2017,2/19/1949
Nyék,Havasy,Dayka Gábor u. 14.,Bácsalmás,6430,MasterCard,5403377723964973,148,12/2016,12/28/1943
Klaudia,Szakál,Rákóczi út 20.,Taliándörögd,8295,Visa,4485177618323937,246,7/2017,4/21/1966
Kerecsen,György,Teréz krt. 85.,Nagydobsza,7985,Visa,4556711559516929,129,12/2017,7/25/1981
Paliki,Major,Teréz krt. 34.,Ôsi,8161,Visa,4716815057997775,070,2/2018,4/19/1961
Agoston,Kádár,Kárpát u. 78.,Magyargencs,8517,MasterCard,5459669183349098,120,10/2016,11/30/1979
Varsàny,Havassy,Teréz krt. 50.,Kisdobsza,7985,MasterCard,5483502396814881,279,6/2015,1/9/1970
Evelin,Sánta,Baross tér 8.,Selyeb,3809,Visa,4485695233889982,584,7/2016,12/8/1992
Szevér,Oláh,Erzsébet tér 6.,Egerbocs,3337,Visa,4916830493682764,823,12/2018,3/5/1982
Regina,Sághi,Eötvös út 82.,Szilvásszentmárton,7477,Visa,4929744003426957,429,4/2018,6/12/1945
Moricz,Berta,Bécsi utca 2.,Gyôr,9021,Visa,4916709431613877,960,4/2015,11/15/1987
Vidor,Takách,Veres Pálné u. 91.,öcsöd,5451,Visa,4556093858175024,280,10/2019,8/5/1933
Gazsi,Kasza,Árpád fejedelem útja 67.,Budakalász,2011,Visa,4716595206162501,824,1/2016,8/11/1950
Joska,Totth,Csavargyár u. 70.,Porrogszentpál,8858,Visa,4556553127535746,442,9/2016,3/8/1982
Mooreoorish,Szalay,Rákóczi út 86.,Szalapa,8341,MasterCard,5501648061249743,021,11/2016,8/31/1952
Kinga,Pálfy,Dayka Gábor u. 68.,Bátmonostor,6528,Visa,4916798731681726,841,2/2018,1/26/1958
Kemenes,Bagi,Dózsa György út 33.,Sarud,3386,Visa,4929375122460153,346,6/2019,7/14/1936
Franciska,Földes,Baross tér 83.,Ormosbánya,3743,MasterCard,5538280976663623,399,5/2016,11/25/1979
Aba,Sántha,Agip u. 84.,Dencsháza,7915,MasterCard,5311138459753431,503,12/2019,8/15/1961
Ibolya,Novák,Király u. 31.,Páhi,6075,MasterCard,5483761216336661,977,3/2017,3/9/1968
Henrietta,Szôllôssy,Piroska u. 79.,Kisjakabfalva,7773,Visa,4929716399807230,059,12/2019,11/12/1939
Nusi,Polach,Szilágyi Erzsébet fasor 49.,Bikal,7346,MasterCard,5251606114640336,627,7/2015,9/8/1940
Erika,Lukács,Victor Hugo u. 6.,Zanat,9700,MasterCard,5446010311991095,982,3/2016,10/8/1966
Rykus,Nemes,Eötvös út 18.,Bakháza,7585,Visa,4716508491441662,905,5/2017,10/31/1969
Rez,Bodnár,Kálmán Imre u. 49.,Fûzvölgy,8777,MasterCard,5426972173616694,811,5/2015,7/11/1986
Czigany,Györfy,Nagytétényi út 85.,Rétszilas,7003,Visa,4929596984170545,237,10/2019,4/8/1994
Henrietta,Laczkó,Szent Gellért tér 42.,Kesznyéten,3579,Visa,4539720881945138,161,1/2019,5/10/1980
Cili,Szakáts,Nagytétényi út 16.,Apátfalva,6931,MasterCard,5178529625205730,397,9/2018,8/31/1972
Zsa-zsa,Szántó,Nagytétényi út 5.,Igar,7016,Visa,4929129057700954,518,2/2018,3/4/1971
Lenci,Danka,Kis Diófa u. 87.,Szentgotthárd,9981,Visa,4556504942903114,894,9/2019,8/10/1947
Tas,Schmit,Síp utca 68.,Bénye,2216,MasterCard,5525412491630689,720,7/2018,7/10/1938
Alexander,Szöke,Nyár utca 34.,Csertalakos,8951,MasterCard,5113019762539891,441,7/2018,2/23/1980
Tamás,Simon,Piroska u. 42.,Romonya,7741,Visa,4485347639427344,660,7/2016,12/30/1928
Mara,Szepessi,Izabella u. 71.,Bakonygyirót,8433,MasterCard,5296126015842979,638,11/2017,8/22/1932
Nikolett,Sörös,Erzsébet tér 77.,Tarnaszentmária,3331,MasterCard,5173438032989487,168,8/2017,8/12/1965
Barna,Vincze,Dózsa György út 86.,Alsózsolca,3571,Visa,4539972901600496,866,6/2019,5/20/1939
Jázmin,Sörös,Agip u. 68.,Nagycsány,7964,MasterCard,5379247720628337,892,11/2017,2/26/1995
Ozsvát,Váradi,Kárpát u. 89.,Bálványos,8614,MasterCard,5357031357632663,275,4/2019,6/26/1940
Várkony,Smidt,Apáczai Csere János u. 64.,Hasznos,3065,MasterCard,5232740557149986,763,11/2017,8/23/1987
Martuska,Kôvári,Rákóczi út 63.,Sümeg,8330,MasterCard,5472274149106733,318,2/2017,6/30/1968
Dorka,Márkus,Kossuth Lajos u. 69.,Szellô,7661,MasterCard,5307130103873679,006,8/2017,9/7/1974
Beriszl,Rátz,Király u. 63.,Gerendás,5925,Visa,4716968969061535,361,9/2017,8/8/1956
Szilárd,Szepessi,Tompa u. 33.,Ebes,4211,Visa,4539708817334683,116,12/2016,10/7/1962
Anita,Gyôrfy,Árpád fejedelem útja 15.,Budapest,1147,Visa,4539279266044363,114,1/2018,1/29/1955
Ladomér,Györfi,Nánási út 63.,Bize,8714,MasterCard,5106465178300379,127,10/2016,9/4/1976
Fruzsina,Márton,Dózsa György út 32.,Sajólád,3572,Visa,4532044931198052,482,4/2015,7/17/1962
Szabina,Szöllôsy,Erzsébet krt. 76.,Sárisáp,2523,Visa,4916739504787290,618,9/2017,1/7/1965
Marót,Hajdu,Izabella u. 3.,Bakonybél,8427,Visa,4929410711451022,226,4/2019,1/16/1943
Dorottya,Dudás,Kis Diófa u. 8.,Molnaszecsôd,9912,Visa,4532129434614224,194,7/2018,8/13/1967
Nikolett,Antal,Piroska u. 91.,Nagyharsány,7822,MasterCard,5539576834621128,935,1/2019,1/15/1937
Károly,Lôrincz,Árpád fejedelem útja 41.,Zsámbék,2072,Visa,4916233351866175,559,9/2018,3/8/1959
Tihamér,Szölösi,Bem rakpart 69.,Tarpa,4931,Visa,4532154350641332,743,9/2016,10/8/1957
Mónika,Pete,Erzsébet tér 97.,Felnémet,3304,MasterCard,5464230804050483,444,5/2017,4/21/1990
Patrik,Török,Munkácsy Mihály út 72.,Tápióbicske,2764,MasterCard,5549826290299077,186,1/2019,6/28/1953
Alexa,Zsinka,Rákóczi út 44.,Vigántpetend,8293,MasterCard,5223322299624203,955,7/2017,3/17/1955
Nusi,Nagy,Eötvös út 93.,Heresznye,7587,Visa,4916589742622977,499,11/2019,12/10/1980
Zsa-zsa,Sultis,Kossuth Lajos u. 42.,Kôvágószôlôs,7673,MasterCard,5242928277251137,559,11/2017,5/23/1985
Zsa Zsa,Vöröss,Munkácsy Mihály út 16.,Szôny,2921,Visa,4916027065453308,031,12/2015,2/11/1949
Adojan,Veress,Kis Diófa u. 35.,Bajánsenye,9944,MasterCard,5427980932864314,252,12/2018,7/16/1969
Zsanett,Magyar,Kossuth Lajos u. 91.,Znegôvárkony,7722,Visa,4556591307248045,223,7/2017,2/18/1951
Gyurka,Szathmáry,Budaörsi út 22.,Kék,4515,Visa,4556157267729570,698,4/2015,8/23/1974
Lilla,Rác,Kis Diófa u. 53.,Jakabháza,9955,MasterCard,5379887964207312,652,12/2019,9/22/1988
Huba,Orosz,Bem rkp. 26.,Tokaj,3910,MasterCard,5155105959643304,619,8/2019,6/21/1970
Markos,Fenyves,Bécsi utca 6.,Gyôr,9028,Visa,4916747519021019,438,5/2016,12/24/1993
Gizi,Majoros,Kossuth Lajos u. 36.,Pécs,7629,Visa,4929582756481021,598,6/2017,2/4/1938
Katalin,Pál,Szilágyi Erzsébet fasor 30.,Ág,7381,Visa,4916787313842533,192,1/2018,7/8/1939
